PKT_SIZE,FLAGS,FID,SEQ_NUMBER,NUMBER_OF_PKT,PKT_DELAY_NODE,PKT_RATE,BYTE_RATE,UTILIZATION,PKT_DELAY,PKT_RESEVED_TIME,FIRST_PKT_SENT,LAST_PKT_RESEVED,pkt_type__cbr,pkt_type__ping,pkt_type__tcp,to__Router,to__Server,to__Switch,from__Router,from__Server,from__Switch
1540,1,16,11419,16092,0.000384,328.205808,505437.0,0.236337,0.000384,35.801785,1.0,50.030211,0,0,1,0,1,0,1,0,0
1540,1,14,9503,16103,0.000677,328.460131,505828.0,0.236498,0.0016,29.968133,1.0,50.025737,0,0,1,1,0,0,0,0,1
1000,1,22,4409,6250,0.0,124.944025,124944.0,0.059605,0.00016,60.3024,25.0,75.0224,1,0,0,0,0,1,0,0,0
1000,1,23,385,6250,0.000203,124.943625,124944.0,0.059605,0.000309,28.110549,25.0,75.02256,1,0,0,0,1,0,1,0,0
55,1,15,15637,16103,0.0,328.432001,18063.8,0.008446,0.0,48.657376,1.030038,50.059974,0,0,0,1,0,0,0,1,0
1540,1,10,1143,16085,0.0,328.063862,505218.0,0.236234,0.0,4.6912,1.0,50.030088,0,0,1,0,1,0,1,0,0
1540,1,5,10544,16091,0.0,328.217832,505455.0,0.236321,0.0,33.146777,1.0,50.025368,0,0,1,0,1,0,1,0,0
55,1,2,12820,16091,0.0,328.297902,18056.4,0.00844,0.0,40.079974,1.030016,50.043427,0,0,0,1,0,0,0,1,0
55,1,8,1504,16090,0.0,328.167767,18049.2,0.00844,0.0,5.806437,1.030051,50.059851,0,0,0,0,0,0,0,0,1
1540,1,6,4337,16091,0.0,328.204637,505434.0,0.236321,0.0,14.330637,1.0,50.027339,0,0,1,1,0,0,0,0,1
55,1,15,3535,16103,0.0,328.432001,18063.8,0.008446,0.0,11.94195,1.030038,50.059974,0,0,0,1,0,0,0,1,0
55,1,10,10641,16085,0.0,328.064183,18043.5,0.008437,0.0,33.475835,1.030058,50.060098,0,0,0,0,0,1,1,0,0
1000,1,24,949,6250,0.00036,124.943226,124943.0,0.059605,0.000627,32.622867,25.0,75.02272,1,0,0,0,1,0,1,0,0
1540,1,12,9433,16103,0.0,328.522879,505925.0,0.236498,0.0,29.748355,1.0,50.016373,0,0,1,0,1,0,1,0,0
1540,1,4,11194,16091,0.0,328.240918,505490.0,0.236321,0.001846,35.121469,1.0,50.02192,0,0,1,0,0,1,0,0,0
55,1,9,12889,16088,0.0,328.113525,18046.2,0.008438,0.0,40.318653,1.030054,50.061864,0,0,0,0,0,0,0,0,1
1540,1,3,7796,16091,0.0,328.26404,505526.0,0.236321,0.0,24.766797,1.0,50.018467,0,0,1,0,0,1,0,0,0
1000,1,21,5862,6250,0.0,124.944425,124944.0,0.059605,0.0,71.92624,25.0,75.02224,1,0,0,0,0,1,0,0,0
1540,1,11,13922,16103,0.0,328.561898,505985.0,0.236498,0.0,43.373909,1.0,50.010552,0,0,1,0,0,1,0,0,0
55,1,3,3733,16091,0.0,328.26412,18054.5,0.00844,0.0,12.538966,1.030022,50.048477,0,0,0,0,0,0,0,0,1
1540,1,5,15291,16091,0.0,328.217832,505455.0,0.236321,0.00012,47.610045,1.0,50.025368,0,0,1,0,0,1,0,0,0
576,1,1,1454169,5628,0.114464,658.090443,378989.000956,0.03091,0.15368,26.637024,1.447776,9.999792,0,0,1,0,1,0,0,1,0
1540,1,4,8282,16091,0.0,328.240918,505490.0,0.236321,0.0,26.23276,1.0,50.02192,0,0,1,0,0,1,0,0,0
1540,1,7,7275,16091,0.0,328.192835,505416.0,0.236321,0.0,23.208765,1.0,50.029102,0,0,1,0,0,1,0,0,0
1540,1,7,9167,16091,0.000247,328.192835,505416.0,0.236321,0.000247,28.95316,1.0,50.029102,0,0,1,0,1,0,1,0,0
1540,1,1,11155,16091,0.0,328.316229,505606.0,0.236321,0.0,34.989627,1.0,50.010675,0,0,1,0,1,0,1,0,0
1000,1,22,254,6250,0.000203,124.944025,124944.0,0.059605,0.000349,27.062589,25.0,75.0224,1,0,0,0,1,0,1,0,0
1000,1,32,16,6250,0.0,124.943825,124944.0,0.059605,0.001694,25.159934,25.0,75.02248,1,0,0,0,0,1,0,0,0
55,1,2,5665,16091,0.0,328.297902,18056.4,0.00844,0.0,18.359809,1.030016,50.043427,0,0,0,0,0,1,1,0,0
1000,1,39,2495,6250,0.0,124.941028,124941.0,0.059605,0.001415,44.991655,25.0,75.0236,1,0,0,0,0,1,0,0,0
55,1,8,15811,16090,0.0,328.167767,18049.2,0.00844,0.0,49.234627,1.030051,50.059851,0,0,0,1,0,0,0,1,0
55,1,12,4739,16103,0.0,328.522947,18068.8,0.008446,0.0,15.556694,1.030019,50.046382,0,0,0,0,0,1,1,0,0
1000,1,32,2053,6250,0.0,124.943825,124944.0,0.059605,0.000448,41.454688,25.0,75.02248,1,0,0,0,0,1,0,0,0
55,1,13,5305,16103,0.0,328.491596,18067.0,0.008446,0.0,17.266288,1.030026,50.051067,0,0,0,0,0,0,0,0,1
55,1,15,3690,16103,0.0,328.432001,18063.8,0.008446,0.0,12.381483,1.030038,50.059974,0,0,0,0,0,1,1,0,0
1000,1,39,974,6250,0.000622,124.941028,124941.0,0.059605,0.001305,32.823545,25.0,75.0236,1,0,0,1,0,0,0,0,1
55,1,10,2750,16085,0.0,328.064183,18043.5,0.008437,0.0,9.55364,1.030058,50.060098,0,0,0,0,0,1,1,0,0
55,1,4,4724,16091,0.0,328.241051,18053.3,0.00844,0.0,15.523835,1.030029,50.051929,0,0,0,1,0,0,0,1,0
55,1,15,2670,16103,0.0,328.432001,18063.8,0.008446,0.0,9.302021,1.030038,50.059974,0,0,0,0,0,1,1,0,0
1000,1,37,5149,6250,0.00056,124.941827,124942.0,0.059605,0.00104,66.22328,25.0,75.02328,1,0,0,0,1,0,1,0,0
1000,1,31,5692,6250,0.0,124.944225,124944.0,0.059605,8e-05,70.56632,25.0,75.02232,1,0,0,0,0,1,0,0,0
576,1,0,158865,563,0.009807,7.560447,4354.82,0.003093,0.009807,46.959419,1.27255,75.739051,0,0,0,1,0,0,0,1,0
1540,1,15,1100,16103,0.0,328.431807,505785.0,0.236498,0.0,4.546664,1.0,50.029965,0,0,1,1,0,0,0,0,1
1540,1,15,3440,16103,0.0,328.431807,505785.0,0.236498,0.0,11.6114,1.0,50.029965,0,0,1,0,1,0,1,0,0
55,1,3,11878,16091,0.0,328.26412,18054.5,0.00844,0.0,37.220077,1.030022,50.048477,0,0,0,0,0,0,0,0,1
1540,1,2,5993,16091,0.0,328.297855,505578.0,0.236321,0.0,19.328726,1.0,50.013418,0,0,1,1,0,0,0,0,1
55,1,13,6260,16103,0.0,328.491596,18067.0,0.008446,0.0,20.148717,1.030026,50.051067,0,0,0,1,0,0,0,1,0
1540,1,4,4774,16091,0.0,328.240918,505490.0,0.236321,0.0,15.652028,1.0,50.02192,0,0,1,0,0,1,0,0,0
1000,1,40,563,6250,0.000693,124.940628,124941.0,0.059605,0.001456,29.535696,25.0,75.02376,1,0,0,1,0,0,0,0,1
55,1,4,1179,16091,0.0,328.241051,18053.3,0.00844,0.0,4.814864,1.030029,50.051929,0,0,0,1,0,0,0,1,0
1000,1,21,3170,6250,0.0,124.944425,124944.0,0.059605,0.0,50.39024,25.0,75.02224,1,0,0,0,0,1,0,0,0
1000,1,40,2065,6250,0.000763,124.940628,124941.0,0.059605,0.001491,41.551731,25.0,75.02376,1,0,0,0,1,0,1,0,0
55,1,9,13396,16088,0.0,328.113525,18046.2,0.008438,0.0,41.871202,1.030054,50.061864,0,0,0,1,0,0,0,1,0
1540,1,8,3126,16090,0.0,328.167486,505378.0,0.236307,0.0,10.668125,1.0,50.029842,0,0,1,1,0,0,0,0,1
55,1,11,10614,16103,0.0,328.561918,18070.9,0.008446,0.0,33.356184,1.030013,50.040562,0,0,0,1,0,0,0,1,0
55,1,12,12138,16103,0.0,328.522947,18068.8,0.008446,0.0,37.991915,1.030019,50.046382,0,0,0,1,0,0,0,1,0
55,1,5,13963,16091,0.0,328.218006,18052.0,0.00844,0.0,43.593056,1.030035,50.055377,0,0,0,0,0,1,1,0,0
1540,1,7,14761,16091,0.000416,328.192835,505416.0,0.236321,0.000416,45.977568,1.0,50.029102,0,0,1,0,1,0,1,0,0
55,1,5,13777,16091,0.0,328.218006,18052.0,0.00844,0.0,43.015285,1.030035,50.055377,0,0,0,0,0,1,1,0,0
1000,1,33,663,6250,0.0,124.943426,124943.0,0.059605,0.000386,30.334626,25.0,75.02264,1,0,0,0,0,1,0,0,0
1540,1,16,2758,16092,0.0,328.205808,505437.0,0.236337,0.0,9.560971,1.0,50.030211,0,0,1,1,0,0,0,0,1
1540,1,4,14176,16091,0.00064,328.240918,505490.0,0.236321,0.001723,44.200456,1.0,50.02192,0,0,1,1,0,0,0,0,1
1000,1,29,3907,6250,0.00064,124.941228,124941.0,0.059605,0.00128,56.28752,25.0,75.02352,1,0,0,0,1,0,1,0,0
1540,1,7,408,16091,3e-06,328.192835,505416.0,0.236321,0.000243,2.455814,1.0,50.029102,0,0,1,1,0,0,0,0,1
1540,1,13,187,16103,0.0,328.491489,505876.0,0.236498,0.0,1.778954,1.0,50.021057,0,0,1,1,0,0,0,0,1
55,1,8,6828,16090,0.0,328.167767,18049.2,0.00844,0.0,21.869585,1.030051,50.059851,0,0,0,1,0,0,0,1,0
1540,1,4,14336,16091,0.0,328.240918,505490.0,0.236321,0.0,44.685752,1.0,50.02192,0,0,1,0,1,0,1,0,0
1540,1,11,12406,16103,0.0,328.561898,505985.0,0.236498,0.0,38.785995,1.0,50.010552,0,0,1,0,0,1,0,0,0
1000,1,38,361,6250,0.0,124.941427,124941.0,0.059605,0.001214,27.919454,25.0,75.02344,1,0,0,0,0,1,0,0,0
1000,1,37,2057,6250,0.0,124.941827,124942.0,0.059605,0.000989,41.487229,25.0,75.02328,1,0,0,0,0,1,0,0,0
1540,1,14,10930,16103,0.0,328.460131,505828.0,0.236498,0.00093,34.291099,1.0,50.025737,0,0,1,0,0,1,0,0,0
55,1,1,4361,16091,0.0,328.316229,18057.4,0.00844,0.0,14.406533,1.03001,50.040685,0,0,0,1,0,0,0,1,0
1000,1,35,5974,6250,0.0,124.942626,124943.0,0.059605,0.00072,72.82296,25.0,75.02296,1,0,0,0,0,1,0,0,0
576,1,0,385385,7110,0.0,95.145988,54804.1,0.039056,0.113037,60.716861,1.27255,75.999821,0,0,0,0,0,0,0,0,1
55,1,7,12360,16091,0.0,328.19309,18050.6,0.00844,0.0,38.698518,1.030048,50.059112,0,0,0,1,0,0,0,1,0
1540,1,6,13512,16091,0.0,328.204637,505434.0,0.236321,0.0,42.193902,1.0,50.027339,0,0,1,0,1,0,1,0,0
1540,1,6,2717,16091,0.0,328.204637,505434.0,0.236321,0.0,9.439843,1.0,50.027339,0,0,1,1,0,0,0,0,1
1000,1,34,1047,6250,0.000273,124.943026,124943.0,0.059605,0.000636,33.406876,25.0,75.0228,1,0,0,1,0,0,0,0,1
1000,1,28,1130,6250,0.0,124.941627,124942.0,0.059605,0.001441,34.071681,25.0,75.02336,1,0,0,0,0,1,0,0,0
1540,1,15,2615,16103,0.0,328.431807,505785.0,0.236498,0.0,9.134498,1.0,50.029965,0,0,1,0,1,0,1,0,0
1540,1,5,4526,16091,0.0,328.217832,505455.0,0.236321,0.0,14.891881,1.0,50.025368,0,0,1,1,0,0,0,0,1
1540,1,8,12526,16090,0.0,328.167486,505378.0,0.236307,0.000163,39.186517,1.0,50.029842,0,0,1,0,0,1,0,0,0
55,1,7,13452,16091,0.0,328.19309,18050.6,0.00844,0.0,42.046299,1.030048,50.059112,0,0,0,0,0,0,0,0,1
55,1,12,4911,16103,0.0,328.522947,18068.8,0.008446,0.0,16.09789,1.030019,50.046382,0,0,0,0,0,1,1,0,0
55,1,14,3470,16103,0.0,328.460278,18065.3,0.008446,0.0,11.715341,1.030032,50.055747,0,0,0,0,0,0,0,0,1
1540,1,2,4899,16091,0.0,328.297855,505578.0,0.236321,0.0,16.009472,1.0,50.013418,0,0,1,0,0,1,0,0,0
55,1,15,9731,16103,0.0,328.432001,18063.8,0.008446,0.0,30.710711,1.030038,50.059974,0,0,0,0,0,1,1,0,0
1000,1,26,3321,6250,0.0004,124.942427,124942.0,0.059605,0.0008,51.59904,25.0,75.02304,1,0,0,1,0,0,0,0,1
1540,1,11,9820,16103,0.0,328.561898,505985.0,0.236498,0.00118,30.899507,1.0,50.010552,0,0,1,1,0,0,0,0,1
55,1,12,7322,16103,0.0,328.522947,18068.8,0.008446,0.0,23.34635,1.030019,50.046382,0,0,0,0,0,1,1,0,0
55,1,6,419,16091,0.0,328.204851,18051.3,0.00844,0.0,2.526245,1.030042,50.057349,0,0,0,0,0,0,0,0,1
55,1,12,13603,16103,0.0,328.522947,18068.8,0.008446,0.0,42.470661,1.030019,50.046382,0,0,0,1,0,0,0,1,0
55,1,1,7958,16091,0.0,328.316229,18057.4,0.00844,0.0,25.275646,1.03001,50.040685,0,0,0,1,0,0,0,1,0
1000,1,33,1069,6250,0.0,124.943426,124943.0,0.059605,0.000382,33.582622,25.0,75.02264,1,0,0,0,0,1,0,0,0
1540,1,15,14105,16103,0.0,328.431807,505785.0,0.236498,0.0,43.973491,1.0,50.029965,0,0,1,0,1,0,1,0,0
1000,1,27,5281,6250,0.00048,124.942027,124942.0,0.059605,0.00096,67.2792,25.0,75.0232,1,0,0,1,0,0,0,0,1
55,1,14,5356,16103,0.0,328.460278,18065.3,0.008446,0.0,17.433747,1.030032,50.055747,0,0,0,0,0,1,1,0,0
55,1,1,10699,16091,0.0,328.316229,18057.4,0.00844,0.0,33.619063,1.03001,50.040685,0,0,0,0,0,0,0,0,1
55,1,1,7528,16091,0.0,328.316229,18057.4,0.00844,0.0,23.974043,1.03001,50.040685,0,0,0,0,0,1,1,0,0
55,1,14,8503,16103,0.0,328.460278,18065.3,0.008446,0.0,26.954491,1.030032,50.055747,0,0,0,0,0,0,0,0,1
55,1,9,11069,16088,0.0,328.113525,18046.2,0.008438,0.0,34.771895,1.030054,50.061864,0,0,0,1,0,0,0,1,0
1540,1,7,12813,16091,0.0,328.192835,505416.0,0.236321,0.0,40.065619,1.0,50.029102,0,0,1,0,1,0,1,0,0
1540,1,10,5397,16085,0.0,328.063862,505218.0,0.236234,0.0,17.540923,1.0,50.030088,0,0,1,0,1,0,1,0,0
1000,1,37,792,6250,0.000503,124.941827,124942.0,0.059605,0.001106,31.367346,25.0,75.02328,1,0,0,1,0,0,0,0,1
55,1,3,16077,16091,0.0,328.26412,18054.5,0.00844,0.0,50.011272,1.030022,50.048477,0,0,0,0,0,0,0,0,1
1540,1,15,1688,16103,0.0,328.431807,505785.0,0.236498,0.0,6.312691,1.0,50.029965,0,0,1,1,0,0,0,0,1
1540,1,6,12128,16091,0.0,328.204637,505434.0,0.236321,0.0,37.965754,1.0,50.027339,0,0,1,1,0,0,0,0,1
55,1,11,1419,16103,0.0,328.561918,18070.9,0.008446,0.0,5.530174,1.030013,50.040562,0,0,0,0,0,0,0,0,1
55,1,6,1274,16091,0.0,328.204851,18051.3,0.00844,0.0,5.121442,1.030042,50.057349,0,0,0,0,0,0,0,0,1
1540,1,7,7833,16091,0.0,328.192835,505416.0,0.236321,0.0,24.899136,1.0,50.029102,0,0,1,1,0,0,0,0,1
1000,1,21,345,6250,0.000123,124.944425,124944.0,0.059605,0.00015,27.79039,25.0,75.02224,1,0,0,0,1,0,1,0,0
1000,1,26,1796,6250,0.000504,124.942427,124942.0,0.059605,0.000904,39.399144,25.0,75.02304,1,0,0,0,1,0,1,0,0
1000,1,34,4026,6250,0.0,124.943026,124943.0,0.059605,0.00056,57.2388,25.0,75.0228,1,0,0,0,0,1,0,0,0
1540,1,4,9610,16091,0.000123,328.240918,505490.0,0.236321,0.000123,30.289241,1.0,50.02192,0,0,1,0,1,0,1,0,0
55,1,5,1741,16091,0.0,328.218006,18052.0,0.00844,0.0,6.509054,1.030035,50.055377,0,0,0,1,0,0,0,1,0
55,1,16,10042,16092,0.0,328.206042,18051.3,0.008441,0.0,31.631246,1.030045,50.060221,0,0,0,1,0,0,0,1,0
1540,1,2,6418,16091,0.0,328.297855,505578.0,0.236321,0.0,20.598045,1.0,50.013418,0,0,1,1,0,0,0,0,1
55,1,4,16032,16091,0.0,328.241051,18053.3,0.00844,0.0,49.891746,1.030029,50.051929,0,0,0,0,0,1,1,0,0
1540,1,13,6979,16103,0.0,328.491489,505876.0,0.236498,0.0,22.292112,1.0,50.021057,0,0,1,1,0,0,0,0,1
55,1,16,4510,16092,0.0,328.206042,18051.3,0.008441,0.0,14.859171,1.030045,50.060221,0,0,0,0,0,1,1,0,0
1000,1,26,5831,6250,0.0,124.942427,124942.0,0.059605,0.0008,71.67904,25.0,75.02304,1,0,0,0,0,1,0,0,0
55,1,4,15691,16091,0.0,328.241051,18053.3,0.00844,0.0,48.855359,1.030029,50.051929,0,0,0,0,0,0,0,0,1
1000,1,31,1804,6250,5.4e-05,124.944225,124944.0,0.059605,5.4e-05,39.462294,25.0,75.02232,1,0,0,0,1,0,1,0,0
55,1,11,14914,16103,0.0,328.561918,18070.9,0.008446,0.0,46.44661,1.030013,50.040562,0,0,0,0,0,0,0,0,1
55,1,14,13860,16103,0.0,328.460278,18065.3,0.008446,0.0,43.239298,1.030032,50.055747,0,0,0,0,0,0,0,0,1
1540,1,13,13773,16103,0.000308,328.491489,505876.0,0.236498,0.000308,42.954349,1.0,50.021057,0,0,1,0,1,0,1,0,0
55,1,9,13596,16088,0.0,328.113525,18046.2,0.008438,0.0,42.480206,1.030054,50.061864,0,0,0,1,0,0,0,1,0
1000,1,25,6030,6250,0.00032,124.942826,124943.0,0.059605,0.00064,73.27088,25.0,75.02288,1,0,0,1,0,0,0,0,1
55,1,7,11685,16091,0.0,328.19309,18050.6,0.00844,0.0,36.655761,1.030048,50.059112,0,0,0,0,0,0,0,0,1
55,1,15,523,16103,0.0,328.432001,18063.8,0.008446,0.0,2.839229,1.030038,50.059974,0,0,0,1,0,0,0,1,0
55,1,6,12000,16091,0.0,328.204851,18051.3,0.00844,0.0,37.597991,1.030042,50.057349,0,0,0,1,0,0,0,1,0
1540,1,12,13899,16103,0.0,328.522879,505925.0,0.236498,0.0,43.316623,1.0,50.016373,0,0,1,1,0,0,0,0,1
55,1,13,7331,16103,0.0,328.491596,18067.0,0.008446,0.0,23.406976,1.030026,50.051067,0,0,0,0,0,1,1,0,0
55,1,6,6242,16091,0.0,328.204851,18051.3,0.00844,0.0,20.09807,1.030042,50.057349,0,0,0,1,0,0,0,1,0
1540,1,5,12221,16091,0.0,328.217832,505455.0,0.236321,0.000384,38.234241,1.0,50.025368,0,0,1,0,0,1,0,0,0
1540,1,13,7963,16103,0.0016,328.491489,505876.0,0.236498,0.0016,25.274704,1.0,50.021057,0,0,1,0,1,0,1,0,0
55,1,3,1474,16091,0.0,328.26412,18054.5,0.00844,0.0,5.71624,1.030022,50.048477,0,0,0,0,0,1,1,0,0
1540,1,13,5784,16103,0.0,328.491489,505876.0,0.236498,0.0,18.68501,1.0,50.021057,0,0,1,1,0,0,0,0,1
1540,1,14,3021,16103,0.0,328.460131,505828.0,0.236498,0.0,10.34048,1.0,50.025737,0,0,1,0,1,0,1,0,0
1540,1,7,3065,16091,0.0,328.192835,505416.0,0.236321,0.0,10.485632,1.0,50.029102,0,0,1,1,0,0,0,0,1
1540,1,15,9650,16103,0.0,328.431807,505785.0,0.236498,0.001231,30.400023,1.0,50.029965,0,0,1,0,0,1,0,0,0
1540,1,3,7164,16091,0.0,328.26404,505526.0,0.236321,0.0,22.860083,1.0,50.018467,0,0,1,1,0,0,0,0,1
1000,1,31,3931,6250,8e-05,124.944225,124944.0,0.059605,8e-05,56.47832,25.0,75.02232,1,0,0,0,1,0,1,0,0
55,1,8,5593,16090,0.0,328.167767,18049.2,0.00844,0.0,18.168975,1.030051,50.059851,0,0,0,0,0,0,0,0,1
1540,1,3,11475,16091,0.0,328.26404,505526.0,0.236321,3.8e-05,35.970244,1.0,50.018467,0,0,1,1,0,0,0,0,1
1540,1,2,636,16091,0.0,328.297855,505578.0,0.236321,0.0,3.147594,1.0,50.013418,0,0,1,0,0,1,0,0,0
1540,1,16,9254,16092,0.0,328.205808,505437.0,0.236337,0.0016,29.225464,1.0,50.030211,0,0,1,0,0,1,0,0,0
1000,1,22,2528,6250,0.000101,124.944025,124944.0,0.059605,0.000304,45.254544,25.0,75.0224,1,0,0,1,0,0,0,0,1
55,1,2,7644,16091,0.0,328.297902,18056.4,0.00844,0.0,24.337311,1.030016,50.043427,0,0,0,0,0,1,1,0,0
55,1,16,9761,16092,0.0,328.206042,18051.3,0.008441,0.0,30.779326,1.030045,50.060221,0,0,0,0,0,0,0,0,1
1000,1,34,4588,6250,0.00032,124.943026,124943.0,0.059605,0.00056,61.7348,25.0,75.0228,1,0,0,0,1,0,1,0,0
55,1,4,9498,16091,0.0,328.241051,18053.3,0.00844,0.0,29.975237,1.030029,50.051929,0,0,0,1,0,0,0,1,0
55,1,7,11864,16091,0.0,328.19309,18050.6,0.00844,0.0,37.201341,1.030048,50.059112,0,0,0,0,0,0,0,0,1
55,1,14,13619,16103,0.0,328.460278,18065.3,0.008446,0.0,42.507997,1.030032,50.055747,0,0,0,1,0,0,0,1,0
55,1,1,11307,16091,0.0,328.316229,18057.4,0.00844,0.0,35.486556,1.03001,50.040685,0,0,0,0,0,1,1,0,0
1540,1,16,4748,16092,0.0,328.205808,505437.0,0.236337,0.0,15.553219,1.0,50.030211,0,0,1,0,0,1,0,0,0
1540,1,12,12659,16103,0.0,328.522879,505925.0,0.236498,0.0,39.542071,1.0,50.016373,0,0,1,0,1,0,1,0,0
1540,1,10,7662,16085,0.0,328.063862,505218.0,0.236234,0.000123,24.365339,1.0,50.030088,0,0,1,1,0,0,0,0,1
55,1,7,3955,16091,0.0,328.19309,18050.6,0.00844,0.0,13.21566,1.030048,50.059112,0,0,0,0,0,0,0,0,1
55,1,16,9464,16092,0.0,328.206042,18051.3,0.008441,0.0,29.883894,1.030045,50.060221,0,0,0,0,0,1,1,0,0
55,1,2,14042,16091,0.0,328.297902,18056.4,0.00844,0.0,43.795532,1.030016,50.043427,0,0,0,1,0,0,0,1,0
1540,1,6,14092,16091,0.000687,328.204637,505434.0,0.236321,0.00152,43.959879,1.0,50.027339,0,0,1,1,0,0,0,0,1
55,1,5,8203,16091,0.0,328.218006,18052.0,0.00844,0.0,26.055243,1.030035,50.055377,0,0,0,0,0,1,1,0,0
1540,1,12,4274,16103,0.0,328.522879,505925.0,0.236498,0.0,14.136485,1.0,50.016373,0,0,1,0,0,1,0,0,0
55,1,9,297,16088,0.0,328.113525,18046.2,0.008438,0.0,2.170869,1.030054,50.061864,0,0,0,1,0,0,0,1,0
1540,1,7,14851,16091,0.0,328.192835,505416.0,0.236321,0.0,46.277677,1.0,50.029102,0,0,1,1,0,0,0,0,1
55,1,7,8964,16091,0.0,328.19309,18050.6,0.00844,0.0,28.369776,1.030048,50.059112,0,0,0,0,0,1,1,0,0
55,1,13,7171,16103,0.0,328.491596,18067.0,0.008446,0.0,22.923942,1.030026,50.051067,0,0,0,1,0,0,0,1,0
1000,1,23,4113,6250,0.00016,124.943625,124944.0,0.059605,0.00032,57.93456,25.0,75.02256,1,0,0,0,1,0,1,0,0
1540,1,3,2944,16091,0.0,328.26404,505526.0,0.236321,0.0,10.119784,1.0,50.018467,0,0,1,0,0,1,0,0,0
55,1,10,1073,16085,0.0,328.064183,18043.5,0.008437,0.0,4.527629,1.030058,50.060098,0,0,0,0,0,0,0,0,1
55,1,12,15393,16103,0.0,328.522947,18068.8,0.008446,0.0,47.911253,1.030019,50.046382,0,0,0,1,0,0,0,1,0
55,1,7,3100,16091,0.0,328.19309,18050.6,0.00844,0.0,10.620261,1.030048,50.059112,0,0,0,0,0,0,0,0,1
1000,1,31,1968,6250,0.0,124.944225,124944.0,0.059605,8.7e-05,40.774327,25.0,75.02232,1,0,0,0,0,1,0,0,0
55,1,6,10620,16091,0.0,328.204851,18051.3,0.00844,0.0,33.39626,1.030042,50.057349,0,0,0,1,0,0,0,1,0
1540,1,9,1251,16088,0.0,328.11323,505294.0,0.236278,0.0,5.038322,1.0,50.031854,0,0,1,1,0,0,0,0,1
1540,1,14,15987,16103,0.0,328.460131,505828.0,0.236498,0.000582,49.69043,1.0,50.025737,0,0,1,0,0,1,0,0,0
1000,1,33,635,6250,0.000222,124.943426,124943.0,0.059605,0.000382,30.110622,25.0,75.02264,1,0,0,0,1,0,1,0,0
1540,1,7,12777,16091,0.000176,328.192835,505416.0,0.236321,0.000176,39.9456,1.0,50.029102,0,0,1,0,1,0,1,0,0
1540,1,9,15757,16088,0.0,328.11323,505294.0,0.236278,0.0,49.026563,1.0,50.031854,0,0,1,0,1,0,1,0,0
55,1,12,12599,16103,0.0,328.522947,18068.8,0.008446,0.0,39.390819,1.030019,50.046382,0,0,0,0,0,1,1,0,0
1540,1,12,3514,16103,0.0,328.522879,505925.0,0.236498,0.0,11.841952,1.0,50.016373,0,0,1,0,1,0,1,0,0
55,1,4,7160,16091,0.0,328.241051,18053.3,0.00844,0.0,22.868738,1.030029,50.051929,0,0,0,0,0,0,0,0,1
1540,1,13,11868,16103,0.0,328.491489,505876.0,0.236498,0.0,37.15027,1.0,50.021057,0,0,1,1,0,0,0,0,1
576,1,1,46633,5628,0.114464,658.090443,379060.0,0.030916,0.15368,2.435808,1.447776,9.999792,0,0,0,0,1,0,0,1,0
55,1,4,5336,16091,0.0,328.241051,18053.3,0.00844,0.0,17.373245,1.030029,50.051929,0,0,0,1,0,0,0,1,0
55,1,15,1122,16103,0.0,328.432001,18063.8,0.008446,0.0,4.637546,1.030038,50.059974,0,0,0,0,0,1,1,0,0
55,1,8,10587,16090,0.0,328.167767,18049.2,0.00844,0.0,33.307686,1.030051,50.059851,0,0,0,0,0,1,1,0,0
1540,1,4,2858,16091,0.0,328.240918,505490.0,0.236321,0.0,9.856584,1.0,50.02192,0,0,1,1,0,0,0,0,1
1000,1,39,4163,6250,0.0,124.941028,124941.0,0.059605,0.00136,58.3356,25.0,75.0236,1,0,0,0,0,1,0,0,0
1000,1,37,830,6250,0.000492,124.941827,124942.0,0.059605,0.001095,31.671335,25.0,75.02328,1,0,0,1,0,0,0,0,1
55,1,16,15788,16092,0.0,328.206042,18051.3,0.008441,0.0,49.119907,1.030045,50.060221,0,0,0,0,0,1,1,0,0
1540,1,11,8871,16103,0.0,328.561898,505985.0,0.236498,0.0,28.033594,1.0,50.010552,0,0,1,0,1,0,1,0,0
55,1,11,7174,16103,0.0,328.561918,18070.9,0.008446,0.0,22.918296,1.030013,50.040562,0,0,0,0,0,1,1,0,0
1540,1,5,15295,16091,0.0,328.217832,505455.0,0.236321,0.00012,47.610538,1.0,50.025368,0,0,1,1,0,0,0,0,1
55,1,16,15002,16092,0.0,328.206042,18051.3,0.008441,0.0,46.723794,1.030045,50.060221,0,0,0,0,0,0,0,0,1
55,1,10,15167,16085,0.0,328.064183,18043.5,0.008437,0.0,47.259923,1.030058,50.060098,0,0,0,1,0,0,0,1,0
55,1,15,10464,16103,0.0,328.432001,18063.8,0.008446,0.0,32.922382,1.030038,50.059974,0,0,0,0,0,0,0,0,1
1540,1,12,10718,16103,0.0,328.522879,505925.0,0.236498,0.0,33.644368,1.0,50.016373,0,0,1,0,1,0,1,0,0
1540,1,13,12575,16103,0.0,328.491489,505876.0,0.236498,0.000176,39.305973,1.0,50.021057,0,0,1,0,0,1,0,0,0
1540,1,3,3945,16091,0.0,328.26404,505526.0,0.236321,0.0,13.139114,1.0,50.018467,0,0,1,1,0,0,0,0,1
